ID,Name,Original_Name,Melakarta_No,Melakarta_Name,Chakra_No,Chakra_Name,Arohana,Avarohana,Scale_Type,Is_Bhashanga,Anya_Swaras,Is_Vakra,Extra_Note,Wikipedia_URL
"lahari","Lahari","Lahari",29,"Dheerasankarabharanam",5,"Bana (Arrows)","S R2 G3 P D2 S'","S' D2 P M1 G3 R2 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"mand","Mand","Mānd",29,"Dheerasankarabharanam",5,"Bana (Arrows)","S G3 M1 D2 N3 S'","S' N3 D2 P M1 G3 R2 S","Audava-Sampurna",Yes,"R1 G2 M2 D1 N2",Yes,"Hindustani equivalent","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"mayadravila","Mayadravila","Māyadravila",29,"Dheerasankarabharanam",5,"Bana (Arrows)","S R2 G3 M1 P D2 N3 S'","S' N2 P M1 P G3 M1 R2 S","Sampurna-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"mohanadhwani","Mohanadhwani","Mohanadhwani",29,"Dheerasankarabharanam",5,"Bana (Arrows)","S R2 G3 P D2 S'","S' N3 P D2 P G3 R2 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"nagabhooshani","Nagabhooshani","Nāgabhooshani",29,"Dheerasankarabharanam",5,"Bana (Arrows)","S R2 M1 P D2 N3 S'","S' D2 P M1 R2 S","Shadava-Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"nagadhwani","Nagadhwani","Nāgadhwani",29,"Dheerasankarabharanam",5,"Bana (Arrows)","S R2 S M1 G3 M1 P N3 D2 N3 S'","S' N3 D2 N3 P M1 G3 S","Sampurna-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"narayanadeshakshi","Narayanadeshakshi","Nārāyanadeshākshi",29,"Dheerasankarabharanam",5,"Bana (Arrows)","S R2 M1 G3 R2 G3 M1 P D2 N3 S'","S' N3 D2 P M1 G3 R2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"navaroj","Navaroj","Navaroj",29,"Dheerasankarabharanam",5,"Bana (Arrows)","P D2 N3 S R2 G3 M1 P","M1 G1 R3 S N2 D2 P","Sampurna",Yes,"N2",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"neelambari","Neelambari","Neelāmbari",29,"Dheerasankarabharanam",5,"Bana (Arrows)","S R2 G3 M1 P D2 P N3 S'","S' N3 P M1 G3 R2 G3 S","Sampurna-Shadava",Yes,"N2",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"niroshta","Niroshta","Niroshta",29,"Dheerasankarabharanam",5,"Bana (Arrows)","S R2 G3 D2 N3 S'","S' N3 D2 G3 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/Niroshta"
"pahadi","Pahadi","Pahādi",29,"Dheerasankarabharanam",5,"Bana (Arrows)","S R2 G3 P D2 P D2 S","N3 D2 P G3 M1 G3 R2 S N3 D2 P D2 S","Audava-Sampurna",Yes,"R1 G2 M2 D1 N2",Yes,"Hindustani equivalent","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"poornachandrika","Poornachandrika","Poornachandrika",29,"Dheerasankarabharanam",5,"Bana (Arrows)","S R2 G3 M1 P D2 P S'","S' N3 P M1 R2 G3 M1 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/Poornachandrika"
"poornagowla","Poornagowla","Poornagowla",29,"Dheerasankarabharanam",5,"Bana (Arrows)","S R2 G3 M1 P N3 D2 N3 P D2 N3 S'","S' N3 D2 N3 P M1 G3 R2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"poorvagowla","Poorvagowla","Poorvagowla",29,"Dheerasankarabharanam",5,"Bana (Arrows)","S G3 R2 G3 S R2 M1 P D2 N3 S'","S' N3 D2 P M1 G3 R2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"rathnabhooshani","Rathnabhooshani","Rathnabhooshani",29,"Dheerasankarabharanam",5,"Bana (Arrows)","S R2 G3 M1 P S'","S' P M1 G3 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"reetuvilasa","Reetuvilasa","Reetuvilāsa",29,"Dheerasankarabharanam",5,"Bana (Arrows)","S G3 M1 P D2 N3 S'","S' N3 D2 P M1 G3 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"saranga-mallar","Saranga Mallar","Sāranga Mallār",29,"Dheerasankarabharanam",5,"Bana (Arrows)","S R2 M1 P D2 N3 S'","S' N3 D2 P M1 R2 S N3 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"shankara","Shankara","Shankara",29,"Dheerasankarabharanam",5,"Bana (Arrows)","S G3 P S'","S' N3 D2 P G3 P R2 G3 S","Swarantara-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"shankara-m29","Shankara","Shankara",29,"Dheerasankarabharanam",5,"Bana (Arrows)","S G3 P N3 D2 S' N3 S'","S' N3 D2 P G3 P G3 R2 S","Audava-Shadava",No,"",Yes,"Hindustani equivalent","https://en.wikipedia.org/wiki/Shankara_(raga)"
"shankaraharigowla-m29","Shankaraharigowla","Shankaraharigowla",29,"Dheerasankarabharanam",5,"Bana (Arrows)","S R2 G3 M1 P D2 N3 S'","S' N2 D2 P M1 G3 R2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"shankaramohana","Shankaramohana","Shankaramohana",29,"Dheerasankarabharanam",5,"Bana (Arrows)","S R2 G3 P N3 D2 S N3","S D2 P G3 R2 S","Shadava-Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"shankari","Shankari","Shankari",29,"Dheerasankarabharanam",5,"Bana (Arrows)","S G3 P N3 S'","S' N3 P G3 S","Swarantara",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"sindhu","Sindhu","Sindhu",29,"Dheerasankarabharanam",5,"Bana (Arrows)","S M1 P D2 S'","S' N3 D2 M1 P M1 G3 R2 S","Swarantara-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"sindhu-mandari","Sindhu Mandari","Sindhu Mandāri",29,"Dheerasankarabharanam",5,"Bana (Arrows)","S R2 G3 M1 P S'","S' N3 D2 P G3 M1 P M1 R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"suddha-malavi","Suddha Malavi","Suddha Mālavi",29,"Dheerasankarabharanam",5,"Bana (Arrows)","S R2 G3 M1 P N3 S'","S' D2 N3 P M1 G3 R2 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"suddha-sarang","Suddha Sarang","Suddha Sārang",29,"Dheerasankarabharanam",5,"Bana (Arrows)","S R2 G3 M1 P D2 N3 D2 S'","S' D2 P M1 R2 G3 R2 S","Sampurna-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"suddha-saveri","Suddha Saveri","Suddha Sāveri",29,"Dheerasankarabharanam",5,"Bana (Arrows)","S R2 M1 P D2 S'","S' D2 P M1 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/Shuddha_Saveri"
"suddha-vasantha","Suddha Vasantha","Suddha Vasantha",29,"Dheerasankarabharanam",5,"Bana (Arrows)","S R2 G3 M1 P N3 S'","S' N3 D2 N3 P M1 G3 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"suranandini","Suranandini","Suranandini",29,"Dheerasankarabharanam",5,"Bana (Arrows)","S R2 G3 P D2 N3 S'","S' N3 D2 P G3 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"suraranjani","Suraranjani","Suraranjani",29,"Dheerasankarabharanam",5,"Bana (Arrows)","S G3 P R2 M1 D2 S'","S' N3 D2 P M1 G3 R2 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"tandavam","Tandavam","Tāndavam",29,"Dheerasankarabharanam",5,"Bana (Arrows)","S G3 P D2 N3 S'","S' N3 D2 P G3 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"vallabhi","Vallabhi","Vallabhi",29,"Dheerasankarabharanam",5,"Bana (Arrows)","S R2 G3 M1 P D2 N3 S'","S' N3 D2 N3 D2 P M1 P G3 M1 R2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"vasanthamalai","Vasanthamalai","Vasanthamalai",29,"Dheerasankarabharanam",5,"Bana (Arrows)","S R2 M1 P N3 S'","S' D2 P M1 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"vedhandhagamana","Vedhandhagamana","Vedhāndhagamana",29,"Dheerasankarabharanam",5,"Bana (Arrows)","S G3 M1 P N3 S'","S' N3 P M1 G3 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"veerapratapa","Veerapratapa","Veerapratāpa",29,"Dheerasankarabharanam",5,"Bana (Arrows)","S G3 M1 P D2 S'","S' N3 D2 P M1 G3 R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"vilasini","Vilasini","Vilāsini",29,"Dheerasankarabharanam",5,"Bana (Arrows)","S R2 G3 M1 P N3 S'","S' N3 P M1 G3 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"nagabharanam","Nagabharanam","Nāgabharanam",30,"Naganandini",5,"Bana (Arrows)","S R2 G2 M1 P D3 N3 S'","S' N3 D3 P M1 G2 R2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"gambheeravani","Gambheeravani","Gambheeravani",30,"Naganandini",5,"Bana (Arrows)","S G3 P M1 D3 N3 S'","S' N3 P M1 G3 R2 G3 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"lalithagandharva","Lalithagandharva","Lalithagāndharva",30,"Naganandini",5,"Bana (Arrows)","S R2 G3 M1 P D3 N3 S'","S' N3 P G3 R2 S","Sampurna-Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"samanta","Samanta","Sāmanta",30,"Naganandini",5,"Bana (Arrows)","S R2 G3 M1 P D3 N3 S'","S' N3 D3 N3 D3 P M1 G3 R2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"kalavathi","Kalavathi","Kalāvathi",31,"Yagapriya",6,"Ritu (Seasons)","S R3 G3 M1 P D1 N1 S'","S' N1 D1 P M1 G3 R3 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"damarugapriya","Damarugapriya","Damarugapriya",31,"Yagapriya",6,"Ritu (Seasons)","S R3 G3 P D1 N1 S'","S' N1 D1 P G3 R3 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"desharanjani","Desharanjani","Desharanjani",31,"Yagapriya",6,"Ritu (Seasons)","S R3 M1 P D1 N1 S'","S' N1 D1 P M1 R3 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"deshyathodi","Deshyathodi","Deshyathodi",31,"Yagapriya",6,"Ritu (Seasons)","S G2 M1 P D1 N2 S'","S' N2 D1 P M1 G2 R1 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"kalahamsa","Kalahamsa","Kalāhamsa",31,"Yagapriya",6,"Ritu (Seasons)","S R3 G3 M1 P D1 S'","S' N1 D1 P M1 G3 R3 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"niranjani","Niranjani","Niranjani",31,"Yagapriya",6,"Ritu (Seasons)","S R3 M1 D1 N1 S'","S' N1 D1 M1 R3 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"prathapahamsi","Prathapahamsi","Prathāpahamsi",31,"Yagapriya",6,"Ritu (Seasons)","S G3 M1 P N1 D1 N1 S'","S' N1 D1 P M1 G3 M1 R3 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"ragachoodamani","Ragachoodamani","Rāgachoodāmani",32,"Ragavardhini",6,"Ritu (Seasons)","S R3 G3 M1 P N2 S'","S' N2 D1 M1 R3 G3 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"amudagandhari","Amudagandhari","Amudagāndhāri",32,"Ragavardhini",6,"Ritu (Seasons)","S G3 M1 P D1 N2 S'","S' N2 D1 P M1 G3 R3 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"dhowmya","Dhowmya","Dhowmya",32,"Ragavardhini",6,"Ritu (Seasons)","S R3 G3 M1 P D1 N2 P S'","S' N2 D1 P M1 G3 R3 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"hindoladarbar","Hindoladarbar","Hindoladarbār",32,"Ragavardhini",6,"Ritu (Seasons)","S G3 M1 P S'","S' N2 D1 P M1 R3 S","Swarantara-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"ramya","Ramya","Ramyā",32,"Ragavardhini",6,"Ritu (Seasons)","S R3 G3 M1 P D1 N2 P S'","S' N2 D1 P M1 G3 R3 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"samantajingala","Samantajingala","Sāmantajingala",32,"Ragavardhini",6,"Ritu (Seasons)","S R3 G3 M1 P D1 N2 S'","S' N2 P D1 N2 P M1 G3 M1 R3 G3 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"gangatarangini","Gangatarangini","Gangātarangini",33,"Gangeyabhushani",6,"Ritu (Seasons)","S R3 G3 M1 P D1 N3 S'","S' N3 D1 P M1 M1 G3 M1 R3 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"amarasindhu","Amarasindhu","Amarasindhu",34,"Vagadheeswari",6,"Ritu (Seasons)","S R3 G3 P D2 N2 S'","S' N2 D2 P G3 R3 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"bhogachaya-nattai","Bhogachaya Nattai","Bhogachāyā Nāttai",34,"Vagadheeswari",6,"Ritu (Seasons)","S R3 G3 R3 G3 M1 P N2 N2 S'","S' N2 D2 N2 P S N2 P M1 M1 R3 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"bhanumanjari","Bhanumanjari","Bhānumanjari",34,"Vagadheeswari",6,"Ritu (Seasons)","S R3 G3 M1 P N2 S'","S' N2 P M1 R3 G3 R3 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"chayanattai","Chayanattai","Chāyanāttai",34,"Vagadheeswari",6,"Ritu (Seasons)","S R3 G3 M1 P M1 P S'","S' N2 D2 N2 P M1 R3 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"maghathi","Maghathi","Maghathi",34,"Vagadheeswari",6,"Ritu (Seasons)","S R3 M1 P D2 N2 S'","S' N2 D2 P M1 R3 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"dravida-kalavati","Dravida Kalavati","Drāvida Kalāvati",34,"Vagadheeswari",6,"Ritu (Seasons)","S R3 G3 P D2 S'","S' N2 D2 P G3 R3 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"mohanangi","Mohanangi","Mohanāngi",34,"Vagadheeswari",6,"Ritu (Seasons)","S R3 G3 P D2 S'","S' D2 P G3 P D2 P G3 R3 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"murali","Murali","Murali",34,"Vagadheeswari",6,"Ritu (Seasons)","S R3 G3 M1 D2 N2 S'","S' N2 D2 M1 G3 R3 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"sharadabharana","Sharadabharana","Sharadabharana",34,"Vagadheeswari",6,"Ritu (Seasons)","S M1 G3 M1 P M1 D2 N2 S'","S' N2 D2 M1 P M1 R3 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"vikhavathi","Vikhavathi","Vikhavathi",34,"Vagadheeswari",6,"Ritu (Seasons)","S R3 G3 P D2 S'","S' D2 P G3 R3 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"shailadeshakshhi","Shailadeshakshhi","Shailadeshākshhi",35,"Sulini",6,"Ritu (Seasons)","S M1 G3 P D2 S'","S' N3 D2 S N3 P M1 G3 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"suryavasantham","Suryavasantham","Suryavasantham",35,"Sulini",6,"Ritu (Seasons)","S M1 G3 M1 D2 N3 S'","S' N3 D2 M1 G3 R3 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"dheerahindolam","Dheerahindolam","Dheerahindolam",35,"Sulini",6,"Ritu (Seasons)","S G3 M1 D2 N3 S'","S' N3 D2 P M1 G3 R3 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"ganavaridhi","Ganavaridhi","Ganavaridhi",35,"Sulini",6,"Ritu (Seasons)","S M1 R3 G3 M1 P D2 N2 S' S M1 R3 G3 M1 P D2 N3 S'","S' D2 N2 P M1 R3 S S' D2 N3 P M1 R3 S","Sampurna-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"shokavarali","Shokavarali","Shokavarāli",35,"Sulini",6,"Ritu (Seasons)","S G3 D2 N3","D2 P M1 G3 R3 S","Swarantara-Shadava",No,"",No,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"devanattai","Devanattai","Devanāttai",36,"Chalanata",6,"Ritu (Seasons)","S G3 M1 P S'","S' N3 D3 P M1 G3 R3 S","Swarantara-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"gambheeranattai","Gambheeranattai","Gambheeranāṭṭai",36,"Chalanata",6,"Ritu (Seasons)","S G3 M1 P N3 S'","S' N3 P M1 G3 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/Gambhiranata"
"ganaranjani","Ganaranjani","Ganaranjani",36,"Chalanata",6,"Ritu (Seasons)","S R3 G3 M1 P M1 D3 N3 S'","S' N3 D3 P M1 P M1 R3 S","Sampurna-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"nattai","Nattai","Nāṭṭai",36,"Chalanata",6,"Ritu (Seasons)","S R3 G3 M1 P N3 S'","S' N3 P M1 G3 R3 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/Nata_(raga)"
"sowgandhini","Sowgandhini","Sowgandhini",37,"Salagam",7,"Rishi (Sages)","S R1 M2 P D1 S'","S' N1 D1 P M2 G1 R1 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"bhogasaveri","Bhogasaveri","Bhogasāveri",37,"Salagam",7,"Rishi (Sages)","S R1 M2 D1 N1","D1 P M2 G1 R1 S","Audava-Shadava",No,"",No,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"jaganmohinam","Jaganmohinam","Jaganmohinam",38,"Jalarnavam",7,"Rishi (Sages)","S R1 G1 M2 P D1 N2 S'","S' N2 D1 P M2 G1 R1 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"jaganmohana","Jaganmohana","Jaganmohana",38,"Jalarnavam",7,"Rishi (Sages)","S R1 G1 M2 P D2 S'","S' N2 D1 P M2 G1 R1 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"dhalivarali","Dhalivarali","Dhālivarāli",39,"Jhalavarali",7,"Rishi (Sages)","S R1 G1 M2 P D1 N3 S'","S' N3 D1 P M2 G1 R1 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"bhoopalapanchamam","Bhoopalapanchamam","Bhoopālapanchamam",39,"Jhalavarali",7,"Rishi (Sages)","S G1 R1 G1 P M2 D1 S'","S' P D1 M2 G1 R1 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"godari","Godari","Godari",39,"Jhalavarali",7,"Rishi (Sages)","S R1 G1 R1 M2 G1 M2 P D1 N3 S'","S' N3 D1 P M2 R1 S","Sampurna-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"jalasugandhi","Jalasugandhi","Jālasugandhi",39,"Jhalavarali",7,"Rishi (Sages)","S R1 G1 M2 P D1 S'","S' D1 P M2 G1 R1 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"janavali","Janavali","Janāvali",39,"Jhalavarali",7,"Rishi (Sages)","S G2 R1 G2 M2 P D1 N3 D1 S'","S' N3 D1 P M2 G2 R1 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"karunamritavarshini","Karunamritavarshini","Karunāmritavarshini",39,"Jhalavarali",7,"Rishi (Sages)","S R1 G1 M2 P D1 N3 P S'","S' N3 D1 M2 G1 R1 S","Sampurna-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"kokilapanchamam","Kokilapanchamam","Kokilapanchamam",39,"Jhalavarali",7,"Rishi (Sages)","S G1 R1 G1 P D1 N3 S'","S' N3 D1 P M2 G1 R1 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"varali","Varali","Varāli",39,"Jhalavarali",7,"Rishi (Sages)","S G1 R1 G1 M2 P D1 N3 S'","S' N3 D1 P M2 G1 R1 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/Varali"
"nabhomani","Nabhomani","Nabhomani",40,"Navaneetam",7,"Rishi (Sages)","S G1 R1 G1 M2 P S'","S' N2 D2 P M2 G1 R1 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"kumbhini","Kumbhini","Kumbhini",41,"Pavani",7,"Rishi (Sages)","S G1 R1 G1 M2 P N3 D2 N3 S'","S' N3 D2 P M2 G1 R1 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"chandrajyothi","Chandrajyothi","Chandrajyothi",41,"Pavani",7,"Rishi (Sages)","S R1 G1 M2 P D2 S'","S' D2 P M2 G1 R1 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"prabhavali","Prabhavali","Prabhāvali",41,"Pavani",7,"Rishi (Sages)","S R1 M2 P D2 N3 S'","S' N3 D2 M2 P M2 R1 G1 R1 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"poornalalitha","Poornalalitha","Poornalalitha",41,"Pavani",7,"Rishi (Sages)","S R1 M2 G1 R1 M2 P N3 D2 N3 S'","S' N3 D2 P M2 G1 R1 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"poornapanchamam-m41","Poornapanchamam","Poornapanchamam",41,"Pavani",7,"Rishi (Sages)","(See 15, 16) S R1 G1 M2 P D2","D2 P M2 G1 R1 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"ravi-kriya","Ravi Kriya","Ravi Kriyā",42,"Raghupriya",7,"Rishi (Sages)","S G1 R1 G1 M2 P D3 N3 S'","S' N3 P M2 G1 R1 S","Sampurna-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"gandharva","Gandharva","Gāndharva",42,"Raghupriya",7,"Rishi (Sages)","M2 P D3 N3 S R1 G1","R1 S N3 P M2 P","Sampurna-Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"gomathi","Gomathi","Gomathi",42,"Raghupriya",7,"Rishi (Sages)","S R1 G1 M2 P D3 N3","P M2 G1 R1 S","Sampurna-Audava",No,"",No,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"raghuleela","Raghuleela","Raghuleela",42,"Raghupriya",7,"Rishi (Sages)","S M2 R1 P M2 G1 M2 P M2 R1 M2 P N3 S'","S' N3 D3 N3 P M2 G1 M2 R1 M2 G1 R1 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"geervani","Geervani","Geervāni",43,"Gavambodhi",8,"Vasu (Gods)","S R1 G2 M2 P D1 N1 S'","S' N1 D1 P M2 G2 R1 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"kanchanabowli","Kanchanabowli","Kanchanabowli",43,"Gavambodhi",8,"Vasu (Gods)","S G2 M2 P D1 S'","S' N1 D1 P M1 G2 R1 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"mahathi-m43","Mahathi","Mahathi",43,"Gavambodhi",8,"Vasu (Gods)","S G2 M2 P D1 N1 S'","S' N1 D1 P M2 G2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"mechagandhari","Mechagandhari","Mechagāndhāri",43,"Gavambodhi",8,"Vasu (Gods)","S R3 G3 M1 P D2 N2 S'","S' N2 D2 N2 P M1 G3 M1 R3 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"suvarnadeepakam","Suvarnadeepakam","Suvarnadeepakam",43,"Gavambodhi",8,"Vasu (Gods)","S R1 G2 M2 P D1 S'","S' D1 P M2 G2 R1 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"vijayabhooshavali","Vijayabhooshavali","Vijayabhooshāvali",43,"Gavambodhi",8,"Vasu (Gods)","S R1 G3 M2 P S'","S' N3 D3 P M2 G3 R1 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"bhavani","Bhavani","Bhavāni",44,"Bhavapriya",8,"Vasu (Gods)","S R1 G2 M2 D1 N2 S","S N2 D1 M2 G2 R1 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"bhavani-m44","Bhavani","Bhavāni",44,"Bhavapriya",8,"Vasu (Gods)","S R1 G2 M2 P D1 P N2 S'","S' N2 D1 P M2 G2 R1 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
