ID,Name,Original_Name,Melakarta_No,Melakarta_Name,Chakra_No,Chakra_Name,Arohana,Avarohana,Scale_Type,Is_Bhashanga,Anya_Swaras,Is_Vakra,Extra_Note
"kanakambari","Kanakambari","Kanakāmbari",1,"Kanakangi",1,"Indu (Moon)","S R1 M1 P D1 S'","S' N1 D1 P M1 G1 R1 S","Audava-Sampurna",No,"",Yes,""
"kanakatodi","Kanakatodi","Kanakatodi",1,"Kanakangi",1,"Indu (Moon)","S R1 G1 M1 P D1 S'","S' N1 D1 P M1 R1 S","Shadava",No,"",Yes,""
"madhavapriya","Madhavapriya","Mādhavapriyā",1,"Kanakangi",1,"Indu (Moon)","S R1 G1 P D1 N1 S'","S' N1 D1 P G1 R1 S","Shadava",No,"",Yes,""
"karnataka-shuddha-saveri","Karnataka Shuddha Saveri","Karnātaka Shuddha Sāveri",1,"Kanakangi",1,"Indu (Moon)","S R1 M1 P D1 S'","S' D1 P M1 R1 S","Audava",No,"",Yes,""
"latantapriya","Latantapriya","Latantapriya",1,"Kanakangi",1,"Indu (Moon)","S R1 G1 M1 P D1 S'","S' D1 P M1 R1 S","Shadava-Audava",No,"",Yes,""
"lavangi","Lavangi","Lavangi",1,"Kanakangi",1,"Indu (Moon)","S R1 M1 D1 S'","S' D1 M1 R1 S","Swarantara",No,"",Yes,"Raga created by M. Balamuralikrishna"
"megha","Megha","Megha",1,"Kanakangi",1,"Indu (Moon)","S R1 M1 P D1 N1 D1 P S'","S' N1 D1 P M1 R1 S","Shadava",No,"",Yes,""
"rishabhavilasa","Rishabhavilasa","Rishabhavilāsa",1,"Kanakangi",1,"Indu (Moon)","S R1 M1 P D1 S'","S' D1 P M1 R1 M1 R1 S","Audava",No,"",Yes,""
"sarvashree","Sarvashree","Sarvashree",1,"Kanakangi",1,"Indu (Moon)","S M1 P S'","S' P M1 S","Swarantara",No,"",Yes,""
"suddha-mukhari","Suddha Mukhari","Suddha Mukhāri",1,"Kanakangi",1,"Indu (Moon)","S R1 M1 P D1 S'","S' N1 D1 P M1 G1 R1 S","Audava-Sampurna",No,"",Yes,""
"tatillatika","Tatillatika","Tatillatika",1,"Kanakangi",1,"Indu (Moon)","S R1 M1 P D1 S'","S' D1 P M1 R1 S","Audava",No,"",Yes,""
"vageeshwari","Vageeshwari","Vāgeeshwari",1,"Kanakangi",1,"Indu (Moon)","S R1 G1 M1 P D1 S'","S' D1 M1 P G1 R1 S","Shadava",No,"",Yes,""
"phenadhyuti","Phenadhyuti","Phenadhyuti",2,"Ratnangi",1,"Indu (Moon)","S R1 M1 P D1 P N2 S'","S' N2 D1 P M1 G1 R1 S","Shadava-Sampurna",No,"",Yes,""
"ganamukhari","Ganamukhari","Ganamukhāri",2,"Ratnangi",1,"Indu (Moon)","S R1 M1 D1 S'","S' N2 D1 M1 R1 S","Swarantara-Audava",No,"",Yes,""
"ratnavarali","Ratnavarali","Ratnavarāli",2,"Ratnangi",1,"Indu (Moon)","S R1 M1 P N2 D1 S'","S' N2 P M1 R1 G1 R1 S","Shadava",No,"",Yes,""
"revati","Revati","Revati",2,"Ratnangi",1,"Indu (Moon)","S R1 M1 P N2 S'","S' N2 P M1 R1 S","Audava",No,"",Yes,""
"shreemani","Shreemani","Shreemani",2,"Ratnangi",1,"Indu (Moon)","S R1 G1 P D1 S'","S' N2 D1 P G1 R1 S","Audava-Shadava",No,"",Yes,""
"shreemati","Shreemati","Shreemati",2,"Ratnangi",1,"Indu (Moon)","S R1 G1 P D1 S'","S' N2 D1 P G1 R1 S","Audava-Shadava",No,"",Yes,""
"svadhya","Svadhya","Svadhya",2,"Ratnangi",1,"Indu (Moon)","S R1 M1 P N2 S'","S' N2 D1 P M1 R1 S","Audava-Shadava",No,"",Yes,""
"ganasamavarali","Ganasamavarali","Gānasāmavarāli",3,"Ganamurti",1,"Indu (Moon)","S R1 M1 P D1 N3 S'","S' N3 D1 P M1 G1 R1 S","Shadava-Sampurna",No,"",Yes,""
"bhinnapanchamam","Bhinnapanchamam","Bhinnapanchamam",3,"Ganamurti",1,"Indu (Moon)","S R1 G1 M1 P D1 N3 S'","S' N3 D1 P M1 G1 R1 S","Sampurna",No,"",Yes,""
"nadharanjani","Nadharanjani","Nādharanjani",3,"Ganamurti",1,"Indu (Moon)","S R1 M1 D1 N3 S'","S' N3 D1 M1 G1 R1 S","Audava-Shadava",No,"",Yes,""
"poorvavarali","Poorvavarali","Poorvavarāli",3,"Ganamurti",1,"Indu (Moon)","S R1 M1 P D1 S'","S' N3 D1 P M1 G1 R1 S","Audava-Sampurna",No,"",Yes,""
"samavarali","Samavarali","Sāmavarāli",3,"Ganamurti",1,"Indu (Moon)","S R1 M1 P D1 N3 S'","S' N3 D1 P M1 G1 R1 G1 S","Shadava-Sampurna",No,"",Yes,""
"bhanumati","Bhanumati","Bhānumati",4,"Vanaspati",1,"Indu (Moon)","N2 S M1 P N2 S'","S' N2 D2 P M1 G2 R2 S","Swarantara-Sampurna",No,"",Yes,""
"rasali","Rasali","Rasāli",4,"Vanaspati",1,"Indu (Moon)","S R1 M1 P D2 N2 S'","S' D2 P M1 R1 S","Shadava-Audava",No,"",Yes,""
"vanavali","Vanavali","Vanāvali",4,"Vanaspati",1,"Indu (Moon)","S R1 M1 P D2 N2 S'","S' D2 P M1 R1 S","Shadava-Audava",No,"",Yes,""
"vittalapriya","Vittalapriya","Vittalapriya",4,"Vanaspati",1,"Indu (Moon)","S R1 M1 P D2 S'","S' D2 P M1 R1 S","Audava",No,"",Yes,""
"manoranjani","Manoranjani","Manoranjani",5,"Manavati",1,"Indu (Moon)","S R1 M1 P D2 N3 S'","S' N3 D2 P M1 G1 R1 S","Shadava-Sampurna",No,"",Yes,""
"ghanashyamala","Ghanashyamala","Ghanashyāmalā",5,"Manavati",1,"Indu (Moon)","S G1 M1 P D2 S'","S' D2 N3 P M1 G1 R1 S","Audava-Sampurna",No,"",Yes,""
"kunjari","Kunjari","Kunjari",5,"Manavati",1,"Indu (Moon)","S R1 M1 P D2 P S'","S' N3 D2 P M1 G1 R1 S","Audava-Sampurna",No,"",Yes,""
"tanukeerti","Tanukeerti","Tanukeerti",6,"Tanarupi",1,"Indu (Moon)","S R1 M1 P N3 S'","S' N3 D3 N3 P M1 G1 M1 R1 S","Audava-Sampurna",No,"",Yes,""
"senagrani","Senagrani","Senāgrani",7,"Senavati",2,"Netra (Eyes)","S R1 G2 R1 M1 G2 M1 P N1 D1 S'","S' N1 D1 P M1 G2 M1 G2 R1 S","Sampurna",No,"",Yes,""
"bhogi","Bhogi","Bhogi",7,"Senavati",2,"Netra (Eyes)","S G2 M1 P D1 N1 D1 S'","S' N1 D1 P M1 G2 S","Shadava",No,"",Yes,""
"chitthakarshani","Chitthakarshani","Chitthakarshani",7,"Senavati",2,"Netra (Eyes)","S R1 G2 M1 D1 S'","S' D1 M1 G2 R1 S","Audava",No,"",Yes,""
"navarasa-mala","Navarasa Mala","Navarasa Mālā",7,"Senavati",2,"Netra (Eyes)","S R1 G2 M1 P D1 S'","S' N1 D1 P M1 R1 S","Shadava",No,"",Yes,""
"sindhu-gowri","Sindhu Gowri","Sindhu Gowri",7,"Senavati",2,"Netra (Eyes)","S R1 G2 M1 P D1 N1 S'","S' N1 D1 M1 G2 M1 R1 S","Sampurna-Shadava",No,"",Yes,""
"janatodi","Janatodi","Janatodi",8,"Hanumatodi",2,"Netra (Eyes)","S R1 G2 M1 P D1 N2 S'","S' N2 D1 P M1 G2 R1 S","Sampurna",No,"",Yes,""
"ahiri","Ahiri","Āhiri",8,"Hanumatodi",2,"Netra (Eyes)","S R1 S G3 M1 P D1 N2 S'","S' N2 D1 P M1 G3 R1 S","Sampurna",Yes,"R2 G2 / G3 D2 N3",Yes,""
"amrita-dhanyasi","Amrita Dhanyasi","Amrita Dhanyāsi",8,"Hanumatodi",2,"Netra (Eyes)","S R1 G2 M1 P N2 S'","S' N2 P M1 G2 R1 S","Shadava",No,"",Yes,""
"asaveri","Asaveri","Asāveri",8,"Hanumatodi",2,"Netra (Eyes)","S R1 M1 P D1 S'","S' N2 S P D1 M1 P R1 G2 R1 S","Audava-Sampurna",Yes,"R2",Yes,""
"bhanuchandrika","Bhanuchandrika","Bhānuchandrika",8,"Hanumatodi",2,"Netra (Eyes)","S M1 D1 N2 S'","S' N2 D1 M1 G1 S","Swarantara-Audava",No,"",Yes,""
"bhadratodi","Bhadratodi","Bhadratodi",8,"Hanumatodi",2,"Netra (Eyes)","S R1 G2 M1 D1 S'","S' N2 D1 P G2 S","Audava",No,"",Yes,""
"bhoopalam","Bhoopalam","Bhoopālam",8,"Hanumatodi",2,"Netra (Eyes)","S R1 G2 P D1 S'","S' D1 P G2 R1 S","Audava",No,"",Yes,""
"chandrikatodi","Chandrikatodi","Chandrikatodi",8,"Hanumatodi",2,"Netra (Eyes)","S G2 M1 P D1 S'","S' D1 P M1 G2 S","Audava",No,"",Yes,""
"deshikatodi","Deshikatodi","Deshikatodi",8,"Hanumatodi",2,"Netra (Eyes)","S G2 M1 P D1 N2 S'","S' N2 D1 P M1 G2 R1 S","Shadava-Sampurna",No,"",Yes,""
"dhanyasi","Dhanyasi","Dhanyāsi",8,"Hanumatodi",2,"Netra (Eyes)","S G2 M1 P N2 S'","S' N2 D1 P M1 G2 R1 S","Audava-Sampurna",No,"",Yes,""
"divyamalati","Divyamalati","Divyamālati",8,"Hanumatodi",2,"Netra (Eyes)","S G2 M1 P D1 N2 S'","S' N2 D1 P M1 G2 S","Shadava",No,"",Yes,""
"ghanta","Ghanta","Ghanta",8,"Hanumatodi",2,"Netra (Eyes)","S G2 R2 M1 P N2 S'","S' N2 D1 P M1 G2 R1 S","Shadava-Sampurna",Yes,"R2 D2",Yes,""
"kalasaveri","Kalasaveri","Kalāsāveri",8,"Hanumatodi",2,"Netra (Eyes)","S R1 G2 P N2 S'","S' N2 P G2 R1 S","Audava",No,"",Yes,""
"kanakasaveri","Kanakasaveri","Kanakasāveri",8,"Hanumatodi",2,"Netra (Eyes)","S R1 M1 P D1 S'","S' N2 D1 P M1 G2 R1 S","Audava-Sampurna",No,"",Yes,""
"nagavarali","Nagavarali","Nāgavarāli",8,"Hanumatodi",2,"Netra (Eyes)","S R1 G2 M1 P M1 D1 N2 S'","S' N2 D1 P M1 G2 R1 S","Sampurna",No,"",Yes,""
"prabhupriya","Prabhupriya","Prabhupriya",8,"Hanumatodi",2,"Netra (Eyes)","S G2 M1 P D1 S'","S' D1 P M1 G2 S","Audava",No,"",Yes,""
"punnagatodi","Punnagatodi","Punnāgatodi",8,"Hanumatodi",2,"Netra (Eyes)","N1 S R1 G2 M1 P","P M1 G2 R1 S N2 D1","Shadava-Sampurna",No,"",No,""
"punnagavarali","Punnagavarali","Punnagavarali",8,"Hanumatodi",2,"Netra (Eyes)","N2 S R1 G2 M1 P D1 N2","N2 D1 P M1 G2 R1 S N2","Sampurna",Yes,"R2",Yes,""
"shravanamallika","Shravanamallika","Shravanamallika",8,"Hanumatodi",2,"Netra (Eyes)","S G2 M1 P D1 N2 S'","S' N2 D1 P M1 G2 R1 S","Shadava-Sampurna",No,"",Yes,""
"sowjanya","Sowjanya","Sowjanya",8,"Hanumatodi",2,"Netra (Eyes)","S R1 M1 D1 S'","S' D1 M1 R1 S","Swarantara",No,"",Yes,""
"shuddha-seemantini","Shuddha Seemantini","Shuddha Seemantini",8,"Hanumatodi",2,"Netra (Eyes)","S R1 G2 M1 P D1 S'","S' D1 P M1 G2 R1 S","Shadava",No,"",Yes,""
"shuddha-todi","Shuddha Todi","Shuddha Todi",8,"Hanumatodi",2,"Netra (Eyes)","S R1 G2 M1 D1 N2 S'","S' N2 D1 M1 G2 R1 S","Shadava",No,"",Yes,""
"sindhubhairavi","Sindhubhairavi","Sindhubhairavi",8,"Hanumatodi",2,"Netra (Eyes)","S R2 G2 M1 G2 P D1 N2 S","N2 D1 P M1 G2 R1 S N2 S","Sampurna",Yes,"R2 G3 M2 D2 N3",Yes,""
"srimati","Srimati","Srimati",8,"Hanumatodi",2,"Netra (Eyes)","S G2 R1 G2 M1 P D1 P D2 N2 S'","S' N2 D1 P M1 P M1 G2 R1 S","Sampurna",Yes,"D2",Yes,""
"swarnamalli","Swarnamalli","Swarnamalli",8,"Hanumatodi",2,"Netra (Eyes)","S G2 M1 P D1 N1 S'","S' N2 D1 P M1 G2 R1 S","Shadava-Sampurna",No,"",Yes,""
"dhunibhinnashadjam","Dhunibhinnashadjam","Dhunibhinnashadjam",9,"Dhenuka",2,"Netra (Eyes)","S R1 G2 R1 P M1 P N3 S'","S' D1 P M1 G2 R1 S","Shadava",No,"",Yes,""
"bhinnashadjam","Bhinnashadjam","Bhinnashadjam",9,"Dhenuka",2,"Netra (Eyes)","S R1 G2 R1 P M1 P N3 S'","S' D1 P M1 G2 R1 S","Shadava",No,"",Yes,""
"mohananata","Mohananata","Mohananāta",9,"Dhenuka",2,"Netra (Eyes)","S G2 M1 P D1 P M1 P N3 S'","S' N3 P D1 P M1 G2 S","Shadava",No,"",Yes,""
"udayaravichandrika","Udayaravichandrika","Udayaravichandrika",9,"Dhenuka",2,"Netra (Eyes)","S G2 M1 P N3 S'","S' N3 P M1 G2 S","Audava",No,"",Yes,""
"vasanthatodi","Vasanthatodi","Vasanthatodi",9,"Dhenuka",2,"Netra (Eyes)","S R1 G2 M1 D1 N3 S'","S' N3 D1 M1 R1 S","Shadava-Audava",No,"",Yes,""
"natabharanam","Natabharanam","Natābharanam",10,"Natakapriya",2,"Netra (Eyes)","S R1 G2 M1 P D2 N2 S'","S' N2 D2 P M1 G2 R1 S","Sampurna",No,"",Yes,""
"alankarapriya","Alankarapriya","Alankārapriya",10,"Natakapriya",2,"Netra (Eyes)","S R1 G2 M1 D2 N2 S'","S' N2 D2 M1 G2 R1 S","Shadava",No,"",Yes,""
"bhagyashabari","Bhagyashabari","Bhāgyashabari",10,"Natakapriya",2,"Netra (Eyes)","S R1 G2 M1 D2 N2 S'","S' N2 D2 M1 G2 R1 S","Shadava",No,"",Yes,""
"deeparamu","Deeparamu","Deeparamu",10,"Natakapriya",2,"Netra (Eyes)","S R1 G2 M1 P D2 N2 S'","S' N2 D2 N2 P M1 G2 R1 S","Sampurna",No,"",Yes,""
"gunavati","Gunavati","Gunāvati",10,"Natakapriya",2,"Netra (Eyes)","S R1 M1 P D2 S","S D2 P M1 R1 S","Audava",No,"",Yes,""
"hindoladeshikam","Hindoladeshikam","Hindoladeshikam",10,"Natakapriya",2,"Netra (Eyes)","S M1 R1 G2 M1 P D2 N2 S'","S' P N2 D2 M1 G2 R1 S","Sampurna",No,"",Yes,""
"kanakadri","Kanakadri","Kanakadri",10,"Natakapriya",2,"Netra (Eyes)","S R1 G2 P D2 S'","S' N2 D2 P M1 G2 R1 S","Audava-Sampurna",No,"",Yes,""
"matangakamini","Matangakamini","Mātangakāmini",10,"Natakapriya",2,"Netra (Eyes)","S G2 M1 P D1 N2 S'","S' N2 D1 P M1 G2 S","Shadava",No,"",Yes,""
"natyadharana","Natyadharana","Nātyadhārana",10,"Natakapriya",2,"Netra (Eyes)","S R1 M1 P D2 S'","S' N2 D2 P M1 R1 S","Audava-Shadava",No,"",Yes,""
"niranjana","Niranjana","Niranjana",10,"Natakapriya",2,"Netra (Eyes)","S R1 G2 M1 P D2 S'","S' N2 D2 P M1 G2 R1 S","Shadava-Sampurna",No,"",Yes,""
"shanthabhashini","Shanthabhashini","Shānthabhāshini",10,"Natakapriya",2,"Netra (Eyes)","S R1 G2 M1 P D2 S'","S' N2 D2 P M1 S","Shadava-Audava",No,"",Yes,""
"shivashakti","Shivashakti","Shivashakti",10,"Natakapriya",2,"Netra (Eyes)","S G2 M1 D2 S'","S' N2 D2 M1 G2 S","Swarantara-Audava",No,"",Yes,""
"kokilaravam","Kokilaravam","Kokilāravam",11,"Kokilapriya",2,"Netra (Eyes)","S R1 M1 P D2 N3 S'","S' N3 D2 P M1 G2 R2 S","Shadava-Sampurna",No,"",Yes,""
"bhimsen","Bhimsen","Bhimsen",11,"Kokilapriya",2,"Netra (Eyes)","S G2 M1 P N3 S'","S' N3 D2 P M1 G2 R1 S","Audava-Sampurna",No,"",Yes,"Raga created by Mahesh Mahadev"
"bhakthirasa","Bhakthirasa","Bhakthirasa",11,"Kokilapriya",2,"Netra (Eyes)","S G2 M1 P N3 S'","S' N3 P M1 G2 S","Audava",No,"",Yes,"Raga created by Rishabh Jagadeesh"
"chitramani","Chitramani","Chitramani",11,"Kokilapriya",2,"Netra (Eyes)","S R1 M1 P D2 N3 S'","S' N3 D2 P M1 G2 R1 S","Shadava-Sampurna",No,"",Yes,""
"jnanachintamani","Jnanachintamani","Jnānachintāmani",11,"Kokilapriya",2,"Netra (Eyes)","S R1 M1 D2 N3 S'","S' N3 D2 P M1 R1 S","Audava-Shadava",No,"",Yes,""
"kowmari","Kowmari","Kowmāri",11,"Kokilapriya",2,"Netra (Eyes)","S R1 G2 M1 P D2 S'","S' N3 D2 P M1 G2 R1 S","Shadava-Sampurna",No,"",Yes,""
"shuddha-lalitha","Shuddha Lalitha","Shuddha Lalitha",11,"Kokilapriya",2,"Netra (Eyes)","S P M1 D2 N3 S'","S' N3 S D2 P M1 G2 R1 S","Audava-Sampurna",No,"",Yes,""
"vardhani","Vardhani","Vardhani",11,"Kokilapriya",2,"Netra (Eyes)","S G2 M1 P M1 P D2 N3 S'","S' N3 D2 P M1 G2 R1 S","Shadava-Sampurna",No,"",Yes,""
"vasantamalli","Vasantamalli","Vasantamalli",11,"Kokilapriya",2,"Netra (Eyes)","S G2 M1 P N3 S'","S' D2 P M1 G2 S","Audava",No,"",Yes,""
"vasantanarayani","Vasantanarayani","Vasantanārāyani",11,"Kokilapriya",2,"Netra (Eyes)","S R1 G2 M1 P S'","S' N3 D2 P M1 G2 R1 S","Audava-Sampurna",No,"",Yes,""
"rowpyanaka","Rowpyanaka","Rowpyanaka",12,"Rupavati",2,"Netra (Eyes)","S M1 P D3 N3 S'","S' N3 P M1 G2 R1 S","Audava-Shadava",No,"",Yes,""
"shyamakalyani","Shyamakalyani","Shyāmakalyāni",12,"Rupavati",2,"Netra (Eyes)","S M1 G2 M1 P D3 N3 S'","S' N3 P D3 N3 P M1 G2 R1 S","Shadava-Sampurna",No,"",Yes,""
"geya-hejjajji","Geya Hejjajji","Geya Hejjajji",13,"Gayakapriya",3,"Agni (Fire)","S R1 M1 G3 M1 P D1 S'","S' N3 D1 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,""
"hejjajji","Hejjajji","Hejjajji",13,"Gayakapriya",3,"Agni (Fire)","S R1 G3 M1 P D1 S'","S' N1 D1 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,""
"kalakanti","Kalakanti","Kalākānti",13,"Gayakapriya",3,"Agni (Fire)","S R1 G3 M1 D1 N1 S'","S' N1 D1 P G3 R1 S","Shadava",No,"",Yes,""
"kalkada","Kalkada","Kalkada",13,"Gayakapriya",3,"Agni (Fire)","S R1 G3 P D1 N1 S S R1 G3 P D1 S'","S' N1 D1 P G3 R1 S","Shadava",No,"",Yes,""
"kalpanadharini","Kalpanadharini","Kalpanadhārini",13,"Gayakapriya",3,"Agni (Fire)","S G3 M1 P D1 S'","S' N1 D1 P M1 G3 R1 S","Audava-Sampurna",No,"",Yes,""
"ahiri-m14","Ahiri","Āhiri",14,"Vakulabharanam",3,"Agni (Fire)","S R1 S G3 M1 P D1 N2 S'","S' N2 D1 P M1 G3 R1 S","Sampurna",Yes,"R2 G2 / G3 D2 N3",Yes,""
"vatee-vasantabhairavi","Vatee Vasantabhairavi","Vātee Vasantabhairavi",14,"Vakulabharanam",3,"Agni (Fire)","S R1 G3 M1 D1 N2 S'","S' N2 D1 M1 G3 R1 S","Shadava",No,"",Yes,""
"amudhasurabhi","Amudhasurabhi","Amudhasurabhi",14,"Vakulabharanam",3,"Agni (Fire)","S M1 G3 M1 P D1 S'","S' N2 D1 P M1 R1 S","Audava-Shadava",No,"",Yes,""
"devipriya","Devipriya","Devipriya",14,"Vakulabharanam",3,"Agni (Fire)","S G3 P N2 S'","S' N2 D1 P M1 G3 R1 S","Swarantara-Sampurna",No,"",Yes,""
"kalindaja","Kalindaja","Kalindaja",14,"Vakulabharanam",3,"Agni (Fire)","S R1 G3 M1 P N2 S'","S' N2 P M1 G3 R1 S","Shadava",No,"",Yes,""
"kuvalayabharanam","Kuvalayabharanam","Kuvalayabharanam",14,"Vakulabharanam",3,"Agni (Fire)","S R1 G3 M1 D1 N1 S'","S' N1 D1 M1 G3 R1 S","Shadava",No,"",Yes,""
"mukthipradayini","Mukthipradayini","Mukthipradayini",14,"Vakulabharanam",3,"Agni (Fire)","S R1 G3 P N2 S'","S' N2 P D1 P G3 R1 S","Audava-Shadava",No,"",Yes,"Raga created by Mahesh Mahadev"
"sallapa","Sallapa","Sallapa",14,"Vakulabharanam",3,"Agni (Fire)","S G3 M1 D1 N2 S'","S' N2 D1 M1 G3 S","Audava",No,"",Yes,""
"soma","Soma","Soma",14,"Vakulabharanam",3,"Agni (Fire)","S R1 P M1 D1 N2 S'","S' N2 D1 M1 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,""
"surya","Surya","Sūryā",14,"Vakulabharanam",3,"Agni (Fire)","S G3 M1 D1 N2 S'","S' N2 D1 M1 G3 S","Audava",No,"",Yes,""
"shuddha-kambhoji","Shuddha Kambhoji","Shuddha Kāmbhoji",14,"Vakulabharanam",3,"Agni (Fire)","S G3 R1 M1 P N2 S'","S' N2 P M1 G3 R1 S","Shadava",No,"",Yes,""
"vasantabhairavi","Vasantabhairavi","Vasantabhairavi",14,"Vakulabharanam",3,"Agni (Fire)","S R1 G3 M1 D1 N2 S'","S' N2 D1 M1 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,""
"vasanta-mukhari","Vasanta Mukhari","Vasanta Mukhāri",14,"Vakulabharanam",3,"Agni (Fire)","S M1 G3 M1 P D1 N2 S'","S' N2 D1 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,""
"vijayollasini","Vijayollasini","Vijayollāsini",14,"Vakulabharanam",3,"Agni (Fire)","S R1 G3 M1 P M1 D1 N2 S'","S' N2 D1 P M1 G3 R1 S","Sampurna",No,"",Yes,""
"ardhradesi","Ardhradesi","Ardhradesi",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 M1 P D1 N3 S'","S' D1 P M1 G3 R1 S","Sampurna-Shadava",No,"",Yes,""
"bhavini","Bhavini","Bhāvini",15,"Mayamalavagowla",3,"Agni (Fire)","S G3 M1 P D1 N3 S'","S' N3 D1 P M1 G3 S","Shadava",No,"",Yes,""
"bibhas","Bibhas","Bibhās",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 P D1 S'","S' D1 P M1 R1 S","Audava",No,"",Yes,"Hindustani equivalent"
"bowli","Bowli","Bowli",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 P D1 S'","S' N3 D1 P G3 R1 S","Audava-Shadava",No,"",Yes,""
"bowli-ramakriya","Bowli Ramakriya","Bowli Rāmakriya",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 P D1 S'","S' N3 P D1 P M1 G3 R1 S","Audava-Sampurna",No,"",Yes,""
"charuvardhani","Charuvardhani","Chāruvardhani",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 M1 P D1 N3 S'","S' D1 P M1 G3 R1 S","Shadava",No,"",Yes,""
"chayagowla","Chayagowla","Chāyagowla",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 M1 G3 M1 P N3 S'","S' N3 D1 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,""
"chandrachooda","Chandrachooda","Chandrachooda",15,"Mayamalavagowla",3,"Agni (Fire)","S M1 G3 M1 P D1 S'","S' N3 D1 P M1 G3 S","Audava-Shadava",No,"",Yes,""
"deshyagowla","Deshyagowla","Deshyagowla",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 P D1 N3 S'","S' N3 D1 P R1 S","Audava",No,"",Yes,""
"devaranji","Devaranji","Devaranji",15,"Mayamalavagowla",3,"Agni (Fire)","S M1 P D1 P N3 S'","S' N3 D1 P M1 S","Audava",No,"",Yes,""
"ekakshari","Ekakshari","Ekakshari",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 M1 P D1 N3 S'","S' N1 P M1 R1 G3 M1 R1 S","Sampurna-Shadava",No,"",Yes,""
"ghanasindhu","Ghanasindhu","Ghanasindhu",15,"Mayamalavagowla",3,"Agni (Fire)","S M1 G3 M1 P D1 N3 D1 S'","S' N3 D1 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,""
"gowla","Gowla","Gowla",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 M1 P N3 S'","S' N3 P M1 R1 G3 M1 R1 S","Audava-Shadava",No,"",Yes,""
"gowlipantu","Gowlipantu","Gowlipantu",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 M1 P N3 S'","S' N3 D1 P M1 D1 M1 G3 R1 S","Audava-Sampurna",No,"",Yes,""
"gowri","Gowri","Gowri",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 M1 P N3 S'","S' N3 D1 P M1 G3 R1 S","Audava-Sampurna",No,"",Yes,""
"gummakambhoji","Gummakambhoji","Gummakāmbhoji",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 P D1 N3 S'","S' N3 D1 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,""
"gundakriya","Gundakriya","Gundakriya",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 M1 P N3 S'","S' N3 P D1 P M1 G3 R1 S","Audava-Sampurna",No,"",Yes,""
"gurjari","Gurjari","Gurjari",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 M1 P D1 N3 S'","S' D1 N3 P M1 G3 R1 S","Sampurna",No,"",Yes,""
"jaganmohini","Jaganmohini","Jaganmohini",15,"Mayamalavagowla",3,"Agni (Fire)","S G3 M1 P N3 S'","S' N3 P M1 G3 R1 S","Audava-Shadava",No,"",Yes,""
"kalyanakesari","Kalyanakesari","Kalyānakesari",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 P D1 S'","S' D1 P G3 R1 S","Audava",No,"",Yes,""
"kannadabangala","Kannadabangala","Kannadabangāla",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 M1 G3 M1 D1 P D1 S'","S' D1 P M1 G3 R1 S","Shadava",No,"",Yes,""
"karnataka-saranga","Karnataka Saranga","Karnātaka Sāranga",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 M1 P D1 N3 S'","S' N3 D1 P M1 R1 S","Sampurna-Shadava",No,"",Yes,""
"lalita","Lalita","Lalitā",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 M1 D1 N3 S'","S' N3 D1 M1 G3 R1 S","Shadava",No,"",Yes,""
"lalitapanchamam","Lalitapanchamam","Lalitapanchamam",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 M1 D1 N3 S'","S' N3 D1 M1 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,""
"malavakurinji","Malavakurinji","Mālavakurinji",15,"Mayamalavagowla",3,"Agni (Fire)","S G3 P D1 N3 S'","S' N3 D1 M1 R1 S","Audava",No,"",Yes,""
"malavapanchamam","Malavapanchamam","Mālavapanchamam",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 M1 P N3 S'","S' N3 D1 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,""
"margadesi","Margadesi","Mārgadesi",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 R1 G3 D1 M1 P D1 S'","S' D1 P M1 G3 R1 S","Shadava",No,"",Yes,""
